character,pinyin,bihua,n.male,n.female,name.gender,n.1930_1959,n.1960_1969,n.1970_1979,n.1980_1989,n.1990_1999,n.2000_2008,ppm.1930_1959,ppm.1960_1969,ppm.1970_1979,ppm.1980_1989,ppm.1990_1999,ppm.2000_2008,name.ppm,name.uniqueness,corpus.ppm,corpus.uniqueness,name.valence,name.warmth,name.competence
橼,yuan2,16,198,287,-0.184,3,2,12,60,145,263,0.009,0.010,0.057,0.290,0.863,2.922,0.692,5.772,0.965,5.707,2.7500,2.8,2.8
远,yuan3,7,2735939,892280,0.508,996498,601310,599332,576782,546581,306670,3104.355,2933.220,2867.617,2786.386,3253.458,3407.444,3058.747,2.514,505.682,3.295,3.6875,3.1,3.2
苑,yuan4,8,12925,113272,-0.795,7185,9219,17222,35482,39249,17884,22.383,44.971,82.402,171.411,233.625,198.711,125.584,3.898,7.139,5.089,3.2500,3.6,3.1
院,yuan4,9,29360,15573,0.307,6635,7925,10593,11386,6250,2011,20.670,38.659,50.684,55.005,37.202,22.344,37.427,4.415,413.716,3.382,2.6250,2.7,2.4
瑗,yuan4,13,1211,11666,-0.812,1256,591,996,2290,3818,3724,3.913,2.883,4.766,11.063,22.726,41.378,14.455,4.811,0.386,5.858,3.5000,3.6,3.2
愿,yuan4,14,32447,19338,0.253,4032,4195,6758,12717,14983,9066,12.561,20.463,32.335,61.435,89.185,100.733,52.785,4.269,232.165,3.632,3.4375,3.5,3.0
约,yue1,6,8139,4939,0.245,3879,1512,1621,2248,2272,1543,12.084,7.376,7.756,10.860,13.524,17.144,11.457,4.905,430.566,3.365,2.8750,2.6,2.7
月,yue4,4,1014146,5762995,-0.701,2419754,1305542,956170,818142,877146,400667,7538.174,6368.498,4574.976,3952.377,5221.107,4451.856,5351.165,2.271,856.759,3.067,3.9375,3.5,2.9
玥,yue4,8,20257,275690,-0.863,1705,2130,10809,46302,103187,131570,5.312,10.390,51.718,223.681,614.208,1461.889,394.533,3.403,0.000,6.000,4.0625,3.5,3.1
岳,yue4,8,429515,92244,0.646,164998,88979,72102,81554,72771,41293,514.012,434.044,344.986,393.981,433.161,458.811,429.833,3.366,26.303,4.564,4.0625,3.6,3.3
钺,yue4,10,4375,1023,0.621,911,347,678,925,1362,1176,2.838,1.693,3.244,4.469,8.107,13.067,5.570,5.182,0.772,5.752,2.8750,2.4,3.1
阅,yue4,10,5889,7070,-0.091,393,509,1144,2660,4295,3955,1.224,2.483,5.474,12.850,25.565,43.944,15.257,4.789,51.063,4.283,3.0000,3.0,3.2
悦,yue4,10,256868,957818,-0.577,93382,49760,62149,125258,386661,494034,290.910,242.732,297.364,605.111,2301.554,5489.267,1537.823,2.813,37.944,4.410,4.1250,4.0,3.4
跃,yue4,11,1412374,370405,0.584,504727,393434,351296,272853,186838,72836,1572.358,1919.190,1680.842,1318.130,1112.131,809.289,1401.990,2.853,107.658,3.964,3.7500,3.7,3.4
越,yue4,12,305994,239711,0.121,23494,32842,42867,89114,195357,161985,73.190,160.205,205.105,430.502,1162.839,1799.833,638.612,3.194,385.548,3.413,3.7500,3.2,3.4
粤,yue4,12,24343,16336,0.197,1921,2455,3782,4244,13797,14469,5.984,11.976,18.096,20.502,82.125,160.767,49.908,4.293,12.219,4.879,3.1250,3.1,2.8
樾,yue4,16,2467,2793,-0.062,258,98,204,584,1615,2501,0.804,0.478,0.976,2.821,9.613,27.789,7.080,5.093,0.000,6.000,3.1875,3.2,3.1
晕,yun1,10,199,165,0.093,32,20,61,93,140,18,0.100,0.098,0.292,0.449,0.833,0.200,0.329,5.876,24.245,4.598,1.9375,2.3,2.0
云,yun2,4,7039237,12796808,-0.290,7129147,4209718,3586357,2584192,1709320,602593,22209.181,20535.210,17159.603,12484.019,10174.524,6695.478,14876.336,1.827,277.504,3.555,3.5625,3.7,3.2
匀,yun2,4,4268,12386,-0.487,1326,1098,1442,2306,3664,6812,4.131,5.356,6.900,11.140,21.810,75.689,20.838,4.661,50.870,4.285,3.1875,3.4,3.1
芸,yun2,7,24765,585173,-0.919,85747,64677,89455,126179,141818,101879,267.125,315.498,428.014,609.560,844.155,1131.989,599.390,3.222,8.553,5.020,3.5625,3.7,3.0
沄,yun2,7,1128,1648,-0.187,311,145,146,401,495,1279,0.969,0.707,0.699,1.937,2.946,14.211,3.578,5.339,0.000,6.000,3.1250,3.2,2.8
昀,yun2,8,39093,39216,-0.002,881,2330,7159,13152,22469,32343,2.745,11.366,34.254,63.536,133.744,359.367,100.835,3.992,0.000,6.000,4.0625,3.5,3.5
耘,yun2,10,13142,12192,0.037,3470,4122,3686,3661,4620,5717,10.810,20.107,17.636,17.686,27.500,63.522,26.210,4.565,3.473,5.349,3.8125,3.3,3.0
鋆,yun2,15,11056,6130,0.287,530,314,1034,4030,5167,6105,1.651,1.532,4.947,19.469,30.756,67.833,21.031,4.657,0.000,6.000,3.5000,3.1,3.4
允,yun3,4,232411,126041,0.297,148758,65466,51365,42679,29600,20595,463.421,319.346,245.766,206.179,176.190,228.833,273.289,3.562,54.793,4.253,3.5625,3.5,3.2
运,yun4,7,1927058,1034629,0.301,1171129,663377,499122,307826,226784,95153,3648.377,3235.985,2388.144,1487.082,1349.905,1057.256,2194.458,2.658,842.096,3.074,3.8750,3.7,3.3
韫,yun4,13,3622,8564,-0.406,903,354,1746,1964,3718,3493,2.813,1.727,8.354,9.488,22.131,38.811,13.887,4.827,4.309,5.275,3.8750,3.9,3.7
韵,yun4,13,25120,193156,-0.770,15190,5995,8961,36233,74500,77394,47.321,29.244,42.876,175.039,443.452,859.933,266.311,3.573,28.297,4.533,4.2500,3.7,3.6
蕴,yun4,15,20556,65550,-0.523,22306,8188,8875,10439,18073,18223,69.489,39.941,42.464,50.430,107.577,202.478,85.397,4.064,22.187,4.635,4.0000,3.8,3.5
哉,zai1,9,241,167,0.181,227,49,49,42,32,7,0.707,0.239,0.234,0.203,0.190,0.078,0.275,5.894,6.303,5.137,2.6250,2.7,3.1
仔,zai3,5,85597,63495,0.148,67960,24682,17641,15851,13030,9220,211.713,120.400,84.407,76.575,77.560,102.444,112.183,3.946,66.048,4.174,2.6875,3.0,2.6
载,zai3,10,11221,1193,0.808,4694,1803,1642,1646,1493,1142,14.623,8.795,7.856,7.952,8.887,12.689,10.134,4.953,122.899,3.907,2.6875,3.2,2.8
再,zai4,6,350620,207389,0.257,202929,127537,110194,66514,37099,13406,632.178,622.132,527.244,321.324,220.827,148.956,412.110,3.384,829.877,3.080,2.5625,2.5,2.3
在,zai4,6,340374,146458,0.398,228154,107356,80027,40759,20820,9387,710.760,523.688,382.904,196.903,123.929,104.300,340.414,3.467,9257.716,2.033,2.6250,2.7,2.4
昝,zan3,9,58,42,0.160,12,9,10,34,21,14,0.037,0.044,0.048,0.164,0.125,0.156,0.096,5.960,0.000,6.000,2.5000,2.6,2.9
赞,zan4,16,115573,32254,0.564,28491,18905,28544,34148,25681,11927,88.757,92.220,136.574,164.966,152.863,132.522,127.984,3.889,106.436,3.969,3.6875,3.3,3.2
臧,zang1,14,45,63,-0.167,22,3,16,24,36,7,0.069,0.015,0.077,0.116,0.214,0.078,0.095,5.961,3.794,5.319,3.2500,3.0,3.0
早,zao3,6,45348,69624,-0.211,50061,25356,20481,10699,6359,1878,155.953,123.688,97.995,51.686,37.851,20.867,81.340,4.084,447.480,3.348,2.7500,3.1,2.7
藻,zao3,19,2977,597,0.666,2609,250,191,202,208,101,8.128,1.220,0.914,0.976,1.238,1.122,2.266,5.486,38.587,4.402,2.8125,3.2,2.7
灶,zao4,7,20982,26244,-0.111,22325,10658,5717,5208,2610,707,69.548,51.990,27.354,25.159,15.536,7.856,32.907,4.470,26.689,4.558,2.3125,2.7,2.3
造,zao4,10,4879,295,0.886,2035,969,680,744,584,170,6.340,4.727,3.254,3.594,3.476,1.889,3.880,5.312,884.091,3.053,2.7500,3.0,2.7
则,ze2,6,103769,29302,0.560,55134,25785,18752,13243,11966,8231,171.757,125.780,89.722,63.976,71.226,91.456,102.320,3.986,852.579,3.069,3.0000,3.0,2.9
择,ze2,8,6504,950,0.745,1013,540,570,841,1945,2547,3.156,2.634,2.727,4.063,11.577,28.300,8.743,5.011,143.608,3.840,3.1250,3.2,3.3
泽,ze2,8,3707481,965341,0.587,1091091,633352,581218,546200,970866,845518,3399.037,3089.522,2780.947,2638.647,5778.964,9394.644,4513.627,2.345,136.984,3.860,3.9375,3.8,3.9
赜,ze2,15,792,205,0.589,9,44,108,272,228,336,0.028,0.215,0.517,1.314,1.357,3.733,1.194,5.659,0.322,5.879,2.8125,2.7,3.2
增,zeng1,15,1592578,315136,0.670,761080,391983,296938,237845,149559,66268,2370.966,1912.112,1420.756,1149.010,890.232,736.311,1413.231,2.849,615.526,3.210,3.1875,3.4,3.4
赠,zeng4,16,1721,617,0.472,520,214,293,509,525,277,1.620,1.044,1.402,2.459,3.125,3.078,2.121,5.506,15.949,4.771,2.6875,3.3,2.7
栅,zha4,9,431,1951,-0.638,69,27,63,457,1019,748,0.215,0.132,0.301,2.208,6.065,8.311,2.872,5.412,7.074,5.093,2.4375,3.2,2.5
斋,zhai1,10,14458,5390,0.457,12836,2991,1798,1401,634,201,39.988,14.590,8.603,6.768,3.774,2.233,12.659,4.865,17.300,4.738,2.9375,3.1,3.0
宅,zhai2,6,727,361,0.336,626,136,117,109,76,21,1.950,0.663,0.560,0.527,0.452,0.233,0.731,5.762,27.718,4.542,2.4375,2.9,2.5
翟,zhai2,14,1519,568,0.456,117,89,169,490,793,429,0.364,0.434,0.809,2.367,4.720,4.767,2.244,5.489,2.508,5.455,3.2500,3.1,3.2
寨,zhai4,14,5232,686,0.768,516,1589,2811,447,440,114,1.607,7.751,13.450,2.159,2.619,1.267,4.809,5.236,41.545,4.371,2.5000,3.0,2.9
旃,zhan1,10,74,102,-0.159,16,9,21,53,43,34,0.050,0.044,0.100,0.256,0.256,0.378,0.181,5.928,0.965,5.707,3.2500,3.3,3.2
詹,zhan1,13,714,665,0.036,69,48,70,378,508,306,0.215,0.234,0.335,1.826,3.024,3.400,1.506,5.601,5.081,5.216,3.4375,3.0,3.1
瞻,zhan1,18,5785,1907,0.504,291,389,939,2086,2150,1836,0.907,1.898,4.493,10.077,12.798,20.400,8.429,5.026,6.753,5.111,3.3125,3.3,3.4
展,zhan3,10,351808,58358,0.715,56047,41181,55656,71689,94775,90894,174.601,200.883,266.297,346.324,564.137,1009.933,427.029,3.369,1430.289,2.844,3.4375,3.4,3.2
崭,zhan3,11,686,288,0.409,47,41,124,322,280,160,0.146,0.200,0.593,1.556,1.667,1.778,0.990,5.701,15.178,4.791,3.3125,3.4,2.9
占,zhan4,5,1671229,368604,0.639,761284,495872,428501,245878,85625,23412,2371.601,2418.888,2050.244,1187.816,509.673,260.133,1466.393,2.833,337.250,3.471,2.5625,3.0,3.2
战,zhan4,9,306426,19956,0.878,40202,72240,116555,65976,23541,7754,125.240,352.390,557.679,318.725,140.125,86.156,263.386,3.578,919.012,3.036,2.9375,3.0,3.4
湛,zhan4,12,34043,5761,0.711,6754,4310,6058,7800,7760,7094,21.040,21.024,28.986,37.681,46.190,78.822,38.957,4.398,9.068,4.997,3.3750,3.8,3.6
张,zhang1,7,142869,216136,-0.204,187995,26470,27076,45142,43782,28796,585.654,129.122,129.550,218.077,260.607,319.956,273.828,3.561,708.199,3.149,3.0625,2.9,2.7
章,zhang1,11,1858892,314191,0.711,1086687,397000,297418,203233,133765,54917,3385.318,1936.585,1423.053,981.802,796.220,610.189,1522.195,2.817,224.254,3.647,3.4375,3.4,3.4
彰,zhang1,14,21166,1320,0.883,6263,2213,2255,3075,4207,4488,19.511,10.795,10.789,14.855,25.042,49.867,21.810,4.642,11.190,4.914,3.6875,3.5,3.5
漳,zhang1,14,2556,120,0.910,453,300,317,581,627,392,1.411,1.463,1.517,2.807,3.732,4.356,2.548,5.450,2.444,5.463,3.2500,3.0,3.2
璋,zhang1,15,69233,10284,0.741,31772,8021,7553,10513,12657,9043,98.978,39.127,36.139,50.787,75.339,100.478,66.808,4.169,11.255,4.912,3.6250,3.7,3.4
樟,zhang1,15,31101,3053,0.821,14873,5040,3425,3926,4311,2594,46.333,24.585,16.388,18.966,25.661,28.822,26.793,4.556,4.180,5.286,3.2500,3.2,3.2
仉,zhang3,4,574,49,0.843,209,202,131,42,30,9,0.651,0.985,0.627,0.203,0.179,0.100,0.458,5.836,0.000,6.000,2.5000,2.6,2.8
掌,zhang3,12,4312,4137,0.021,4493,1294,988,867,551,175,13.997,6.312,4.727,4.188,3.280,1.944,5.741,5.171,206.762,3.682,2.3750,2.7,3.0
仗,zhang4,5,115,15,0.769,54,22,19,21,13,1,0.168,0.107,0.091,0.101,0.077,0.011,0.093,5.961,47.269,4.316,2.4375,2.6,2.8
帐,zhang4,7,2,0,1.000,0,0,2,0,0,0,0.000,0.000,0.010,0.000,0.000,0.000,0.002,5.999,50.099,4.292,2.6250,3.0,2.5
钊,zhao1,7,415375,33619,0.850,74965,38935,46934,100475,118506,69130,233.536,189.927,224.565,485.386,705.393,768.111,434.486,3.361,6.174,5.144,3.3750,3.4,3.5
招,zhao1,8,96875,389744,-0.602,251985,82837,63758,52217,28558,6961,785.000,404.083,305.062,252.256,169.988,77.344,332.289,3.477,137.691,3.858,2.8125,2.8,2.7
昭,zhao1,9,465786,218081,0.362,219671,99784,94150,104943,106867,58557,684.333,486.751,450.478,506.971,636.113,650.633,569.213,3.244,13.891,4.827,4.0000,4.1,3.6
沼,zhao3,8,2414,492,0.661,506,172,297,605,759,578,1.576,0.839,1.421,2.923,4.518,6.422,2.950,5.403,10.933,4.923,2.5625,2.5,2.8
召,zhao4,5,455934,230014,0.329,222871,126318,122104,122434,72844,19883,694.302,616.185,584.230,591.469,433.595,220.922,523.451,3.280,101.870,3.988,3.5000,3.4,3.6
兆,zhao4,6,1705153,642858,0.452,979334,466149,357632,259154,180816,104694,3050.885,2273.898,1711.158,1251.952,1076.286,1163.267,1754.574,2.756,19.744,4.683,3.9375,3.5,3.4
诏,zhao4,7,2216,398,0.695,243,108,178,567,867,653,0.757,0.527,0.852,2.739,5.161,7.256,2.882,5.411,8.746,5.011,3.2500,3.3,3.5
赵,zhao4,9,65960,29838,0.377,12268,9642,13446,23253,22715,14590,38.218,47.034,64.335,112.333,135.208,162.111,93.207,4.026,144.508,3.837,3.1250,3.0,2.8
棹,zhao4,12,437,160,0.464,37,7,30,87,214,220,0.115,0.034,0.144,0.420,1.274,2.444,0.739,5.760,0.579,5.802,2.9375,2.8,3.0
照,zhao4,13,606608,196839,0.510,292564,153981,134613,107822,76000,36938,911.414,751.127,644.081,520.879,452.381,410.422,615.051,3.210,484.523,3.314,3.6250,3.5,3.4
肇,zhao4,14,47172,6783,0.749,18575,7761,7293,7346,7592,5356,57.866,37.859,34.895,35.488,45.190,59.511,45.135,4.336,5.274,5.202,3.0000,3.0,3.3
曌,zhao4,16,4370,5963,-0.154,26,135,655,3166,4250,2090,0.081,0.659,3.134,15.295,25.298,23.222,11.282,4.911,0.000,6.000,3.3125,2.8,3.1
着,zhe,11,831,1129,-0.152,698,231,196,281,355,133,2.174,1.127,0.938,1.357,2.113,1.478,1.531,5.597,3579.968,2.446,2.3125,2.6,2.2
折,zhe2,7,1588,1511,0.025,665,256,298,793,952,133,2.072,1.249,1.426,3.831,5.667,1.478,2.621,5.441,136.984,3.860,2.1250,2.9,2.4
哲,zhe2,10,958972,220402,0.626,136538,89026,131290,196040,290236,335554,425.352,434.273,628.182,947.053,1727.595,3728.378,1315.139,2.881,123.543,3.905,3.9375,3.7,3.3
喆,zhe2,12,137056,53263,0.440,2721,4288,13048,38975,47767,83468,8.477,20.917,62.431,188.285,284.327,927.422,248.643,3.603,0.000,6.000,3.9375,3.6,3.0
蛰,zhe2,12,462,312,0.194,120,131,139,149,146,89,0.374,0.639,0.665,0.720,0.869,0.989,0.709,5.767,1.929,5.533,2.3125,2.9,2.4
者,zhe3,8,6921,10853,-0.221,5873,2930,3064,2674,2150,1082,18.296,14.293,14.660,12.918,12.798,12.022,14.165,4.819,1490.035,2.827,3.0625,3.3,2.9
锗,zhe3,13,111,21,0.682,14,5,6,27,45,35,0.044,0.024,0.029,0.130,0.268,0.389,0.147,5.940,3.473,5.349,2.6875,2.8,3.0
赭,zhe3,15,41,16,0.439,8,10,12,7,9,11,0.025,0.049,0.057,0.034,0.054,0.122,0.057,5.976,1.736,5.563,3.1875,2.9,3.0
浙,zhe4,10,12270,2534,0.658,1701,1737,2311,3121,3374,2556,5.299,8.473,11.057,15.077,20.083,28.400,14.732,4.803,30.226,4.505,3.1875,3.3,2.8
鹧,zhe4,16,20,7,0.481,3,2,7,6,4,5,0.009,0.010,0.033,0.029,0.024,0.056,0.027,5.988,1.286,5.641,2.6875,2.7,2.2
贞,zhen1,6,291776,1253783,-0.622,806393,269391,199501,154276,85032,28999,2512.128,1314.102,954.550,745.295,506.143,322.211,1059.072,2.975,30.419,4.503,3.7500,3.6,2.9
针,zhen1,7,5805,37799,-0.734,21734,8108,5432,4885,2883,637,67.707,39.551,25.990,23.599,17.161,7.078,30.181,4.506,208.434,3.679,2.3750,2.4,2.4
侦,zhen1,8,3034,3307,-0.043,1605,739,831,1481,1206,486,5.000,3.605,3.976,7.155,7.179,5.400,5.386,5.195,38.523,4.403,2.6875,2.4,3.0
珍,zhen1,9,861433,18385273,-0.910,10924580,3848135,2386285,1267307,651737,171554,34032.960,18771.390,11417.632,6122.256,3879.387,1906.156,12688.297,1.897,89.972,4.041,4.1250,3.7,3.1
帧,zhen1,9,146,383,-0.448,34,30,49,146,160,110,0.106,0.146,0.234,0.705,0.952,1.222,0.561,5.807,1.351,5.629,2.9375,3.0,2.8
浈,zhen1,9,494,2519,-0.672,82,46,138,697,969,1081,0.255,0.224,0.660,3.367,5.768,12.011,3.714,5.327,0.000,6.000,3.2500,2.8,2.8
真,zhen1,10,379279,977567,-0.441,507619,215132,171305,226249,171489,64468,1581.368,1049.424,819.641,1092.990,1020.768,716.311,1046.750,2.980,961.008,3.017,4.0000,3.9,3.4
桢,zhen1,10,52838,38795,0.153,13642,3998,6048,15103,25592,27349,42.498,19.502,28.938,72.961,152.333,303.878,103.352,3.981,2.830,5.417,3.2500,3.1,3.3
祯,zhen1,10,129423,73813,0.274,83608,23678,18784,24452,28915,23761,260.461,115.502,89.876,118.126,172.113,264.011,170.015,3.767,3.537,5.343,3.5625,3.8,3.3
蓁,zhen1,13,1247,4071,-0.531,478,399,667,1034,1239,1503,1.489,1.946,3.191,4.995,7.375,16.700,5.949,5.158,0.000,6.000,3.3125,3.3,2.9
甄,zhen1,13,1779,4847,-0.463,253,321,425,1565,2213,1846,0.788,1.566,2.033,7.560,13.173,20.511,7.605,5.065,3.859,5.313,3.6250,3.5,3.3
榛,zhen1,14,2335,1878,0.108,230,139,230,890,1395,1326,0.717,0.678,1.100,4.300,8.304,14.733,4.972,5.224,1.222,5.653,3.1875,3.5,3.0
臻,zhen1,16,117992,106550,0.051,52019,27600,24787,33803,43827,42487,162.053,134.634,118.598,163.300,260.875,472.078,218.590,3.658,4.695,5.245,3.8125,3.5,3.7
圳,zhen4,6,38227,2775,0.865,1036,808,1217,5487,17033,15457,3.227,3.941,5.823,26.507,101.387,171.744,52.105,4.275,7.267,5.083,3.0000,2.9,2.8
振,zhen4,10,5751280,1099154,0.679,2496151,1179111,995001,1024571,787442,371827,7776.171,5751.761,4760.770,4949.618,4687.155,4131.411,5342.814,2.272,128.752,3.887,4.0000,3.4,3.4
朕,zhen4,10,20134,1401,0.870,383,276,807,4276,8172,7618,1.193,1.346,3.861,20.657,48.643,84.644,26.724,4.557,2.701,5.432,2.7500,2.5,3.1
赈,zhen4,11,276,27,0.822,7,4,24,66,130,72,0.022,0.020,0.115,0.319,0.774,0.800,0.342,5.872,2.187,5.497,2.5625,2.9,2.9
震,zhen4,15,470506,26335,0.894,31975,32160,103850,109737,143373,75492,99.611,156.878,496.890,530.130,853.411,838.800,495.953,3.304,87.657,4.052,3.4375,2.9,3.0
镇,zhen4,15,419678,22186,0.900,92065,53945,57618,83860,99424,55007,286.807,263.146,275.684,405.121,591.810,611.189,405.626,3.391,156.084,3.804,3.2500,3.3,3.2
争,zheng1,6,95260,28345,0.541,15489,14358,23806,38223,26023,5688,48.252,70.039,113.904,184.652,154.899,63.200,105.824,3.971,687.941,3.162,2.8750,2.6,3.1
征,zheng1,8,281881,56359,0.667,46011,51479,84240,83351,52264,20305,143.336,251.117,403.062,402.662,311.095,225.611,289.481,3.537,275.897,3.558,3.3125,2.9,3.1
峥,zheng1,9,81892,41459,0.328,3664,8972,22010,34283,32672,21730,11.414,43.766,105.311,165.618,194.476,241.444,127.005,3.893,1.286,5.641,3.6250,3.4,3.5
钲,zheng1,10,6658,514,0.857,320,149,308,927,1962,3507,0.997,0.727,1.474,4.478,11.679,38.967,9.720,4.970,0.000,6.000,2.8125,2.6,2.8
铮,zheng1,11,83847,32060,0.447,10774,5111,11048,28924,33170,26887,33.564,24.932,52.861,139.729,197.440,298.744,124.545,3.901,3.923,5.308,3.3750,3.0,3.5
筝,zheng1,12,1223,5146,-0.616,95,103,455,1832,1978,1881,0.296,0.502,2.177,8.850,11.774,20.900,7.417,5.075,3.344,5.362,3.0625,3.3,2.8
蒸,zheng1,13,844,880,-0.021,113,73,183,576,545,234,0.352,0.356,0.876,2.783,3.244,2.600,1.702,5.568,86.306,4.059,2.3750,2.9,2.5
拯,zheng3,9,5533,268,0.908,562,304,550,1671,1679,1035,1.751,1.483,2.632,8.072,9.994,11.500,5.905,5.161,5.917,5.160,3.0000,3.5,3.5
整,zheng3,16,1744,2832,-0.238,1862,887,640,576,483,128,5.801,4.327,3.062,2.783,2.875,1.422,3.378,5.359,612.246,3.212,2.8750,2.9,3.2
正,zheng4,5,5303172,1970228,0.458,2864470,1478182,1237653,798415,577329,321688,8923.583,7210.644,5921.785,3857.077,3436.482,3574.311,5487.314,2.261,1506.370,2.822,3.9375,3.9,3.5
证,zheng4,7,9596,568,0.888,3623,1585,1319,1271,1387,995,11.287,7.732,6.311,6.140,8.256,11.056,8.464,5.024,524.847,3.279,3.1250,2.8,2.8
郑,zheng4,8,45516,28863,0.224,18274,5322,6068,12657,17444,14620,56.928,25.961,29.033,61.145,103.833,162.444,73.224,4.129,60.324,4.212,3.1875,3.2,3.1
诤,zheng4,8,1131,570,0.330,111,171,561,473,252,143,0.346,0.834,2.684,2.285,1.500,1.589,1.540,5.595,0.514,5.820,2.8125,3.2,3.3
政,zheng4,9,1217930,93357,0.858,323549,177298,184840,184377,227329,213628,1007.941,864.868,884.402,890.710,1353.149,2373.644,1229.119,2.910,1227.386,2.911,3.3750,3.3,3.7
之,zhi1,3,464904,236712,0.325,300829,117894,88042,68179,67230,59586,937.162,575.093,421.254,329.367,400.179,662.067,554.187,3.256,2389.304,2.622,3.3125,3.2,3.1
支,zhi1,4,27955,33295,-0.087,27642,13958,10997,5286,2518,847,86.112,68.088,52.617,25.536,14.988,9.411,42.792,4.359,449.345,3.346,2.5625,2.8,2.8
只,zhi1,5,2094,6357,-0.504,4139,1783,1508,804,180,23,12.894,8.698,7.215,3.884,1.071,0.256,5.670,5.176,1708.115,2.767,2.2500,2.6,2.2
芝,zhi1,6,440819,6144980,-0.866,3659562,1467586,830560,376969,177768,75627,11400.505,7158.956,3973.971,1821.106,1058.143,840.300,4375.497,2.359,20.001,4.678,3.8750,3.5,3.2
枝,zhi1,8,190203,1930836,-0.821,1132062,507232,286725,121660,53417,17232,3526.673,2474.302,1371.890,587.729,317.958,191.467,1411.670,2.850,133.318,3.872,2.9375,3.3,2.7
知,zhi1,8,169117,115627,0.188,108309,48528,39572,34015,27256,27270,337.411,236.722,189.340,164.324,162.238,303.000,232.173,3.632,1169.699,2.932,3.8125,3.8,3.3
执,zhi2,6,9430,5032,0.304,7870,1861,1345,1164,1310,934,24.517,9.078,6.435,5.623,7.798,10.378,10.638,4.934,149.010,3.824,3.0000,3.1,2.9
直,zhi2,8,20792,6889,0.502,10811,4442,3906,3596,3455,1464,33.679,21.668,18.689,17.372,20.565,16.267,21.373,4.650,863.512,3.063,3.5000,3.4,3.4
值,zhi2,10,2313,584,0.597,710,308,395,496,650,339,2.212,1.502,1.890,2.396,3.869,3.767,2.606,5.443,423.427,3.372,3.0000,3.2,2.9
职,zhi2,11,1411,329,0.622,485,196,221,330,347,161,1.511,0.956,1.057,1.594,2.065,1.789,1.495,5.603,322.908,3.490,2.8750,2.6,2.8
植,zhi2,12,73817,9935,0.763,30409,12534,10376,11258,12332,6827,94.732,61.141,49.646,54.386,73.405,75.856,68.194,4.160,263.935,3.577,3.3125,3.3,3.0
芷,zhi3,7,10591,164768,-0.879,10225,2826,3237,7695,53849,97489,31.854,13.785,15.488,37.174,320.530,1083.211,250.340,3.600,1.608,5.584,3.9375,3.6,3.6
祉,zhi3,8,9613,13669,-0.174,598,251,320,1349,5137,15570,1.863,1.224,1.531,6.517,30.577,173.000,35.785,4.434,0.000,6.000,3.8125,3.4,3.8
指,zhi3,9,3102,519,0.713,1019,457,661,669,538,275,3.174,2.229,3.163,3.232,3.202,3.056,3.009,5.397,910.137,3.040,2.5625,2.9,2.8
枳,zhi3,9,205,287,-0.167,15,3,15,48,148,263,0.047,0.015,0.072,0.232,0.881,2.922,0.695,5.771,0.579,5.802,2.8750,3.3,3.0
至,zhi4,6,42069,12226,0.550,14983,6026,5590,6022,10109,11537,46.676,29.395,26.746,29.092,60.173,128.189,53.379,4.265,705.498,3.151,3.4375,3.3,3.1
志,zhi4,7,15003624,3755448,0.600,4745636,3293397,3821498,3293098,2493620,1106603,14783.913,16065.351,18284.679,15908.686,14842.976,12295.589,15363.532,1.813,635.463,3.196,4.2500,3.9,3.5
郅,zhi4,8,6518,639,0.821,92,57,110,439,1583,4876,0.287,0.278,0.526,2.121,9.423,54.178,11.136,4.916,0.000,6.000,3.4375,3.4,3.3
帜,zhi4,8,1170,399,0.491,338,173,222,282,372,181,1.053,0.844,1.062,1.362,2.214,2.011,1.424,5.615,14.470,4.811,3.1875,3.1,2.8
制,zhi4,8,545,48,0.838,73,65,112,151,136,56,0.227,0.317,0.536,0.729,0.810,0.622,0.540,5.812,1578.656,2.801,2.8750,2.7,3.1
质,zhi4,8,12209,2668,0.641,8047,1744,1368,1543,1413,756,25.069,8.507,6.545,7.454,8.411,8.400,10.731,4.931,1233.882,2.908,3.1875,2.9,3.2
治,zhi4,8,1417276,420211,0.543,731682,330940,350175,208637,140338,76110,2279.383,1614.341,1675.478,1007.908,835.345,845.667,1376.354,2.861,821.066,3.085,3.3125,2.8,2.9
峙,zhi4,9,3366,397,0.789,454,370,550,756,881,751,1.414,1.805,2.632,3.652,5.244,8.344,3.849,5.314,5.724,5.172,2.6875,2.4,3.1
陟,zhi4,9,1183,200,0.711,42,125,320,397,333,165,0.131,0.610,1.531,1.918,1.982,1.833,1.334,5.632,0.000,6.000,2.7500,2.6,3.0
致,zhi4,10,136269,26782,0.671,53679,19550,17158,18422,23803,30311,167.224,95.366,82.096,88.995,141.685,336.789,152.026,3.815,382.847,3.416,3.5625,3.4,3.5
秩,zhi4,10,2121,307,0.747,622,280,261,288,457,503,1.938,1.366,1.249,1.391,2.720,5.589,2.376,5.472,42.124,4.365,2.8750,3.3,3.3
智,zhi4,12,2286929,539107,0.618,476280,320273,433127,521711,596523,478522,1483.738,1562.307,2072.378,2520.343,3550.732,5316.911,2751.068,2.560,155.505,3.805,4.1250,3.9,3.9
稚,zhi4,13,1741,4325,-0.426,853,482,875,1015,1529,1318,2.657,2.351,4.187,4.903,9.101,14.644,6.307,5.136,24.053,4.601,2.8750,3.4,3.2
